Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,1.695291,8.552799,5.4399999999999995,False,None,0
0,0_scenario_1,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,100000,10.431735,1.4400000000000002,False,None,0
0,0_scenario_2,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,6.003752,7.646527,0.42000000000000004,False,None,0
0,0_scenario_3,A skyblue Sedan is driving ahead (near) of the ego vehicle and switching lane.,0.643594,3.309454,4.0,True,npc_vehicle,2.962453628631456
1,1_scenario_0,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,12.05072,50.657279,4.76,False,None,0
1,1_scenario_1,A white SchoolBus is driving ahead (far) of the ego vehicle and maintaining lane.,32.582528,56.883074,2.92,False,None,0
1,1_scenario_2,A yellow SUV is driving from the opposite direction (near) and switching lane.,100000,16.904152,0.33999999999999986,False,None,0
1,1_scenario_3,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,3.649489,27.300366,3.2800000000000002,False,None,0
1,1_scenario_4,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,11.448842,32.834139,5.0,False,None,0
1,1_scenario_5,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,0.682217,7.329149,8.22,False,None,0
1,1_scenario_6,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,2.954134,10.492477,8.48,False,None,0
1,1_scenario_7,A skyblue Jeep is overtaking (far) the ego vehicle and switching lane.,2.995876,11.076302,10.1,False,None,0
1,1_scenario_8,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,4.907673,11.383296,11.059999999999999,False,None,0
1,1_scenario_9,A yellow Sedan is crossing the road (far) and switching lane.,4.781805,17.312006,9.96,False,None,0
1,1_scenario_10,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,6.42412,10.096722,9.48,False,None,0
1,1_scenario_11,A white SchoolBus is crossing the road (far) and switching lane.,8.716211,3.851678,1.34,False,None,0
1,1_scenario_12,A pedestrian is crossing the road from right to left.,19.119312,17.463095,6.04,False,None,0
1,1_scenario_13,A white SchoolBus is driving ahead (far) of the ego vehicle and maintaining lane.,100000,13.547438,5.8,False,None,0
1,1_scenario_14,A pink SchoolBus is driving from the opposite direction (far) and maintaining lane.,100000,9.875611,2.2800000000000002,False,None,0
1,1_scenario_15,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,6.23374,6.109199,1.48,False,None,0
1,1_scenario_16,A yellow SchoolBus is driving from the opposite direction (near) and switching lane.,5.513926,4.475344,1.1400000000000001,False,None,0
2,2_scenario_0,A pedestrian is crossing the road from left to right.,100000,15.288706,3.94,False,None,0
2,2_scenario_1,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,3.092961,4.555519,8.719999999999999,False,None,0
2,2_scenario_2,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,1.473634,3.301438,4.340000000000001,False,None,0
2,2_scenario_3,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,12.696884,4.020932,3.1999999999999997,False,None,0
2,2_scenario_4,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,2.057019,8.518052,10.080000000000002,False,None,0
2,2_scenario_5,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,4.680925,8.526043,5.68,False,None,0
2,2_scenario_6,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,3.289939,8.554762,3.8600000000000003,False,None,0
2,2_scenario_7,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,2.138047,11.161814,6.98,False,None,0
2,2_scenario_8,A pink SchoolBus is driving from the opposite direction (far) and maintaining lane.,3.99171,8.448221,7.02,False,None,0
2,2_scenario_9,A skyblue Sedan is overtaking (far) the ego vehicle and switching lane.,2.824598,8.522941,6.319999999999999,False,None,0
2,2_scenario_10,A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,2.663749,11.722887,14.18,False,None,0
2,2_scenario_11,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,4.080217,7.441196,5.86,False,None,0
2,2_scenario_12,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,5.296776,5.43906,10.98,False,None,0
2,2_scenario_13,A white Hatchback is overtaking (far) the ego vehicle and maintaining lane.,9.001956,3.375985,4.94,False,None,0
2,2_scenario_14,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,2.972139,6.07781,6.34,False,None,0
2,2_scenario_15,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,5.601232,7.433189,2.7,False,None,0
2,2_scenario_16,A pink Hatchback is driving ahead (near) of the ego vehicle and switching lane.,3.5987,3.143286,4.800000000000001,False,None,0
2,2_scenario_17,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,3.107561,7.120037,0.92,False,None,0
2,2_scenario_18,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,0.286408,5.815155,1.6199999999999999,False,None,0
3,3_scenario_0,A skyblue SUV is crossing the road (far) and maintaining lane.,0.877096,10.870816,4.359999999999999,False,None,0
3,3_scenario_1,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,0.408797,3.463105,5.82,True,npc_vehicle,2.260544785079383
4,4_scenario_0,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,4.798419,8.506108,4.72,False,None,0
4,4_scenario_1,A skyblue SUV is driving from the opposite direction (near) and maintaining lane.,2.448036,14.795376,1.8799999999999994,False,None,0
4,4_scenario_2,A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,2.122243,10.674761,6.9399999999999995,False,None,0
4,4_scenario_3,A skyblue SUV is driving from the opposite direction (near) and maintaining lane.,5.66837,24.6103,4.92,False,None,0
4,4_scenario_4,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.488706,6.765631,12.92,False,None,0
4,4_scenario_5,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,5.499585,4.844823,4.22,False,None,0
4,4_scenario_6,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,15.427054,4.726979,1.58,False,None,0
4,4_scenario_7,A pink SchoolBus is crossing the road (near) and switching lane.,13.239573,4.899607,13.719999999999999,False,None,0
4,4_scenario_8,A white Hatchback is overtaking (far) the ego vehicle and maintaining lane.,14.20608,5.09523,6.800000000000001,False,None,0
4,4_scenario_9,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,9.611922,4.572208,5.279999999999999,False,None,0
4,4_scenario_10,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,5.476263,6.456609,5.780000000000001,False,None,0
4,4_scenario_11,A yellow Sedan is crossing the road (far) and maintaining lane.,4.191282,3.894502,4.52,False,None,0
4,4_scenario_12,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,4.128829,18.720817,10.04,False,None,0
4,4_scenario_13,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,7.290373,16.666142,7.98,False,None,0
4,4_scenario_14,A pink Sedan is driving from the opposite direction (far) and switching lane.,9.237069,3.830152,3.68,False,None,0
4,4_scenario_15,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,3.016723,4.496802,3.56,False,None,0
4,4_scenario_16,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000,5.905393,2.58,False,None,0
4,4_scenario_17,A pink Sedan is driving from the opposite direction (far) and maintaining lane.,100000,26.47003,5.86,False,None,0
4,4_scenario_18,A red BoxTruck is driving ahead (far) of the ego vehicle and switching lane.,100000,40.788612,4.74,False,None,0
5,5_scenario_0,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,1.956637,8.788007,6.6,False,None,0
5,5_scenario_1,A black SchoolBus is crossing the road (far) and maintaining lane.,0.828448,12.240891,1.7199999999999998,False,None,0
5,5_scenario_2,A yellow Sedan is overtaking (far) the ego vehicle and maintaining lane.,11.103945,13.076534,0.8999999999999999,False,None,0
5,5_scenario_3,A yellow Sedan is driving from the opposite direction (near) and switching lane.,3.359235,7.982059,4.1,False,None,0
5,5_scenario_4,A skyblue SUV is driving from the opposite direction (near) and maintaining lane.,2.161317,8.398524,8.379999999999999,False,None,0
5,5_scenario_5,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,12.918925,10.222212,12.46,False,None,0
5,5_scenario_6,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,0.578071,6.419582,13.719999999999999,False,None,0
5,5_scenario_7,A pink Hatchback is crossing the road (far) and maintaining lane.,2.458616,15.893802,3.34,False,None,0
5,5_scenario_8,A skyblue Jeep is driving from the opposite direction (far) and maintaining lane.,6.213939,13.78667,6.319999999999999,False,None,0
5,5_scenario_9,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,2.194452,8.370808,13.0,False,None,0
5,5_scenario_10,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,2.550644,6.886376,6.5,False,None,0
5,5_scenario_11,A pedestrian is crossing the road from left to right.,4.674508,3.350715,4.5,False,None,0
5,5_scenario_12,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,2.220347,9.842483,2.64,False,None,0
5,5_scenario_13,A skyblue Hatchback is driving from the opposite direction (far) and maintaining lane.,6.677365,30.009263,1.3,False,None,0
5,5_scenario_14,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,100000,41.231861,4.68,False,None,0
6,6_scenario_0,A pink Sedan is driving from the opposite direction (far) and switching lane.,4.682084,51.452994,10.24,False,None,0
6,6_scenario_1,A white Jeep is driving ahead (near) of the ego vehicle and maintaining lane.,6.86815,9.458362,0.76,False,None,0
6,6_scenario_2,A black SchoolBus is crossing the road (near) and maintaining lane.,7.671537,10.882867,0.6599999999999999,False,None,0
6,6_scenario_3,A yellow Sedan is overtaking (near) the ego vehicle and switching lane.,1.789872,8.146253,1.56,False,None,0
6,6_scenario_4,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,2.247112,8.210673,13.26,False,None,0
6,6_scenario_5,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,2.367779,8.760466,8.22,False,None,0
6,6_scenario_6,A yellow Sedan is driving from the opposite direction (near) and switching lane.,1.651449,8.774126,3.12,False,None,0
6,6_scenario_7,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,6.862765,6.827026,6.300000000000001,False,None,0
6,6_scenario_8,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,4.224235,8.788314,9.02,False,None,0
6,6_scenario_9,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,2.873936,8.775019,5.7,False,None,0
6,6_scenario_10,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,1.421767,4.499285,9.1,True,npc_vehicle,2.601547699663342
7,7_scenario_0,A yellow Hatchback is crossing the road (near) and maintaining lane.,100000,14.130684,5.94,False,None,0
7,7_scenario_1,A yellow SUV is overtaking (near) the ego vehicle and switching lane.,1.759639,8.899689,3.96,False,None,0
7,7_scenario_2,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,30.77301,9.992531,0.7200000000000002,False,None,0
7,7_scenario_3,A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,1.515767,5.957154,10.66,False,None,0
7,7_scenario_4,A skyblue SUV is crossing the road (far) and maintaining lane.,2.679701,8.841406,2.2800000000000002,False,None,0
7,7_scenario_5,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,3.240247,8.818394,8.36,False,None,0
7,7_scenario_6,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,7.660797,8.775083,4.619999999999999,False,None,0
7,7_scenario_7,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,2.038284,8.869877,12.899999999999999,False,None,0
7,7_scenario_8,A yellow SchoolBus is overtaking (far) the ego vehicle and maintaining lane.,3.451135,10.770403,5.779999999999999,False,None,0
7,7_scenario_9,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,15.897668,23.529335,11.92,False,None,0
7,7_scenario_10,A white Jeep is crossing the road (far) and maintaining lane.,0.934956,9.79427,11.200000000000001,False,None,0
7,7_scenario_11,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,4.30118,2.674483,4.9,True,npc_vehicle,0.8622500000043126
8,8_scenario_0,A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,11.303391,50.755101,3.18,False,None,0
8,8_scenario_1,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,38.250938,36.010361,1.2599999999999998,False,None,0
8,8_scenario_2,A yellow Sedan is crossing the road (far) and switching lane.,1.965995,29.796564,0.3799999999999999,False,None,0
8,8_scenario_3,A pink SchoolBus is driving from the opposite direction (far) and maintaining lane.,9.78866,27.919769,0.5799999999999998,False,None,0
8,8_scenario_4,A red SUV is crossing the road (near) and maintaining lane.,0.980954,7.265497,9.1,False,None,0
8,8_scenario_5,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,2.84217,3.976193,8.82,False,None,0
8,8_scenario_6,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,5.129253,8.744285,11.76,False,None,0
8,8_scenario_7,A black Sedan is driving ahead (far) of the ego vehicle and maintaining lane.,4.904641,9.530445,6.92,False,None,0
8,8_scenario_8,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,1.879314,10.203765,3.34,False,None,0
8,8_scenario_9,A skyblue Jeep is overtaking (far) the ego vehicle and switching lane.,12.558829,29.110446,10.78,False,None,0
8,8_scenario_10,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,13.852838,51.833823,13.96,False,None,0
8,8_scenario_11,A pink Hatchback is crossing the road (far) and maintaining lane.,3.958313,26.472959,6.22,False,None,0
8,8_scenario_12,A white SchoolBus is crossing the road (far) and switching lane.,15.429874,44.352954,4.72,False,None,0
8,8_scenario_13,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,100000,37.29664,2.94,False,None,0
8,8_scenario_14,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,5.639378,14.907122,2.2199999999999998,False,None,0
8,8_scenario_15,A white Jeep is crossing the road (far) and maintaining lane.,100000,30.83108,1.6,False,None,0
9,9_scenario_0,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,100000,31.884767,4.54,False,None,0
9,9_scenario_1,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,100000,16.333647,0.9599999999999997,False,None,0
9,9_scenario_2,A white SchoolBus is crossing the road (far) and switching lane.,3.035896,11.045249,11.2,False,None,0
9,9_scenario_3,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,4.698576,8.615546,14.52,False,None,0
9,9_scenario_4,A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,5.316527,11.0857,3.42,False,None,0
