Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,3.878915,49.514401,3.0000000000000004,False,None,0
0,0_scenario_1,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,0.96798,8.565811,6.279999999999999,False,None,0
0,0_scenario_2,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,2.871541,15.511664,3.62,False,None,0
0,0_scenario_3,A red BoxTruck is driving from the opposite direction (far) and maintaining lane.,2.076558,5.972016,2.8600000000000003,False,None,0
0,0_scenario_4,A white Hatchback is overtaking (far) the ego vehicle and maintaining lane.,77.689385,10.19927,5.459999999999999,False,None,0
0,0_scenario_5,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,1.132236,10.974957,9.72,False,None,0
0,0_scenario_6,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,1.02393,11.553534,8.92,False,None,0
0,0_scenario_7,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,6.654529,16.622484,1.9,False,None,0
0,0_scenario_8,A skyblue Jeep is overtaking (far) the ego vehicle and switching lane.,11.822501,21.025037,5.04,False,None,0
0,0_scenario_9,A red BoxTruck is driving from the opposite direction (far) and maintaining lane.,4.538406,4.618524,4.859999999999999,False,None,0
0,0_scenario_10,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,1.739654,5.842531,4.5,False,None,0
0,0_scenario_11,A pink Sedan is driving from the opposite direction (far) and switching lane.,1.516037,3.175376,0.7400000000000001,False,None,0
0,0_scenario_12,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,1.577532,18.50662,5.34,False,None,0
1,1_scenario_0,A white BoxTruck is overtaking (far) the ego vehicle and switching lane.,2.03453,38.517516,3.74,False,None,0
1,1_scenario_1,A yellow SchoolBus is overtaking (far) the ego vehicle and maintaining lane.,1.91471,31.339531,2.5,False,None,0
1,1_scenario_2,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,3.570102,7.40256,6.9799999999999995,False,None,0
1,1_scenario_3,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,7.044906,3.231097,6.34,False,None,0
