Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,100000,100000,1.96,False,None,0
0,0_scenario_1,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,0.733023,13.059059,1.8200000000000003,False,None,0
0,0_scenario_2,A yellow Hatchback is overtaking (far) the ego vehicle and switching lane.,0.833004,13.014577,6.38,False,None,0
0,0_scenario_3,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,100000,5.936456,2.88,False,None,0
0,0_scenario_4,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,1.2485,8.164305,14.579999999999998,False,None,0
0,0_scenario_5,A yellow BoxTruck is overtaking (far) the ego vehicle and maintaining lane.,1.30679,17.573724,2.56,False,None,0
0,0_scenario_6,A skyblue Jeep is driving from the opposite direction (far) and maintaining lane.,6.169341,27.770635,0.5399999999999999,False,None,0
0,0_scenario_7,A pink SUV is driving from the opposite direction (far) and maintaining lane.,6.338317,35.308416,4.040000000000001,False,None,0
0,0_scenario_8,A white Sedan is driving ahead (far) of the ego vehicle and switching lane.,7.915334,27.478459,6.48,False,None,0
0,0_scenario_9,A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,5.956089,3.03401,5.359999999999999,False,None,0
0,0_scenario_10,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,0.76886,7.132489,4.44,False,None,0
0,0_scenario_11,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,3.526284,7.417881,4.56,False,None,0
0,0_scenario_12,A yellow BoxTruck is overtaking (far) the ego vehicle and maintaining lane.,3.02115,11.546031,2.6599999999999997,False,None,0
0,0_scenario_13,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,3.827608,9.43473,4.86,False,None,0
1,1_scenario_0,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,100000,49.719602,2.5599999999999996,False,None,0
