Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A pink SUV is overtaking (far) the ego vehicle and maintaining lane.,100000.0,51.309268,4.84,False,None,0
0,0_scenario_1,A red SchoolBus is overtaking (far) the ego vehicle and switching lane.,100000.0,43.61786,6.66,False,None,0
0,0_scenario_2,A skyblue Hatchback is driving from the opposite direction (far) and maintaining lane.,100000.0,8.049398,7.6,False,None,0
0,0_scenario_3,A black SUV is driving from the opposite direction (far) and switching lane.,100000.0,4.952781,2.68,False,None,0
0,0_scenario_4,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,100000.0,2.914451,7.720000000000001,False,None,0
0,0_scenario_5,A red BoxTruck is driving ahead (far) of the ego vehicle and switching lane.,100000.0,7.957069,6.64,False,None,0
0,0_scenario_6,A skyblue Sedan is driving ahead (near) of the ego vehicle and switching lane.,2.887079,8.465766,6.120000000000001,False,None,0
0,0_scenario_7,A yellow SchoolBus is overtaking (far) the ego vehicle and maintaining lane.,6.372806,9.051178,4.659999999999999,False,None,0
0,0_scenario_8,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,3.808748,6.312572,2.4,False,None,0
0,0_scenario_9,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,2.271906,3.238806,7.3,False,None,0
0,0_scenario_10,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.042332,11.711538,5.9,False,None,0
0,0_scenario_11,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,5.929717,15.347011,3.54,False,None,0
0,0_scenario_12,A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,8.631101,10.455285,8.92,False,None,0
0,0_scenario_13,A red SUV is driving ahead (far) of the ego vehicle and maintaining lane.,1.760666,4.647416,4.84,False,None,0
0,0_scenario_14,A yellow SUV is overtaking (far) the ego vehicle and switching lane.,2.148149,3.350298,2.02,False,None,0
0,0_scenario_15,A skyblue Sedan is overtaking (far) the ego vehicle and switching lane.,1.454466,6.612115,1.56,False,None,0
0,0_scenario_16,A black Jeep is driving ahead (near) of the ego vehicle and switching lane.,1.339442,4.26788,6.0,False,None,0
0,0_scenario_17,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,1.86984,15.799148,5.72,False,None,0
1,1_scenario_0,A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,1.594809,3.856878,5.78,False,None,0
1,1_scenario_1,A yellow Hatchback is overtaking (near) the ego vehicle and maintaining lane.,1.79577,5.952192,5.040000000000001,False,None,0
1,1_scenario_2,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,100000.0,9.179885,2.14,False,None,0
1,1_scenario_3,A skyblue SchoolBus is driving ahead (far) of the ego vehicle and switching lane.,1.242812,9.384946,0.54,False,None,0
