Execution,ScenarioID,Configuration_API_Description,Attribute[TTC],Attribute[DTO],Attribute[Jerk],Attribute[COL],Attribute[COLT],Attribute[SAC]
0,0_scenario_0,A black Jeep is overtaking (near) the ego vehicle and maintaining lane.,100000.0,5.44467,4.800000000000001,False,None,0.0
0,0_scenario_1,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,0.976041,14.317647,5.9,False,None,0.0
0,0_scenario_2,A pedestrian is crossing the road from left to right.,2.024896,8.685121,5.34,False,None,0.0
0,0_scenario_3,A pink SchoolBus is crossing the road (near) and switching lane.,100000.0,9.657945,3.22,False,None,0.0
0,0_scenario_4,A skyblue Sedan is overtaking (far) the ego vehicle and switching lane.,2.951616,32.377052,7.56,False,None,0.0
0,0_scenario_5,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,100000.0,19.346121,13.34,False,None,0.0
0,0_scenario_6,A black Sedan is driving ahead (far) of the ego vehicle and maintaining lane.,100000.0,5.698839,7.46,False,None,0.0
0,0_scenario_7,A red BoxTruck is overtaking (near) the ego vehicle and maintaining lane.,100000.0,23.105848,3.3,False,None,0.0
0,0_scenario_8,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,100000.0,13.252498,0.52,False,None,0.0
0,0_scenario_9,A red SUV is overtaking (near) the ego vehicle and maintaining lane.,0.634864,12.465004,0.5,False,None,0.0
0,0_scenario_10,A white BoxTruck is overtaking (near) the ego vehicle and switching lane.,3.283799,10.422132,0.8200000000000001,False,None,0.0
0,0_scenario_11,A black Jeep is driving ahead (far) of the ego vehicle and switching lane.,19.008636,6.021683,6.1,False,None,0.0
0,0_scenario_12,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,100000.0,1.496497,6.220000000000001,False,None,0.0
0,0_scenario_13,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,100000.0,1.425091,8.16,False,None,0.0
0,0_scenario_14,A pedestrian is crossing the road from left to right.,100000.0,8.559132,1.36,False,None,0.0
0,0_scenario_15,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,100000.0,13.481284,4.84,False,None,0.0
1,1_scenario_0,A pink Hatchback is driving from the opposite direction (far) and switching lane.,100000.0,44.246838,5.72,False,None,0.0
1,1_scenario_1,A white BoxTruck is overtaking (far) the ego vehicle and switching lane.,3.479643,35.248748,5.04,False,None,0.0
1,1_scenario_2,A yellow Hatchback is driving ahead (near) of the ego vehicle and maintaining lane.,1.654168,12.393362,5.26,False,None,0.0
1,1_scenario_3,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,100000.0,23.472423,6.459999999999999,False,None,0.0
1,1_scenario_4,A black SUV is driving ahead (near) of the ego vehicle and maintaining lane.,1.019069,5.466779,8.12,False,None,0.0
1,1_scenario_5,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,9.594319,9.174332,10.02,False,None,0.0
1,1_scenario_6,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,4.635667,12.590837,4.460000000000001,False,None,0.0
1,1_scenario_7,A black Jeep is overtaking (far) the ego vehicle and maintaining lane.,100000.0,16.685446,3.82,False,None,0.0
1,1_scenario_8,A yellow Sedan is crossing the road (far) and switching lane.,2.325495,10.590897,2.8,False,None,0.0
1,1_scenario_9,A pink SUV is driving from the opposite direction (far) and maintaining lane.,3.637964,7.602589,0.5799999999999998,False,None,0.0
1,1_scenario_10,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,1.008869,19.920342,3.3200000000000003,False,None,0.0
1,1_scenario_11,A red SUV is crossing the road (near) and maintaining lane.,1.677401,8.70183,4.6,False,None,0.0
1,1_scenario_12,A pedestrian is crossing the road from left to right.,100000.0,20.969968,0.0,False,None,0.0
1,1_scenario_13,A pedestrian is crossing the road from left to right.,100000.0,28.855801,0.0,False,None,0.0
2,2_scenario_0,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,100000.0,42.275709,1.0999999999999996,False,None,0.0
2,2_scenario_1,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,3.92208,5.919067,3.72,False,None,0.0
2,2_scenario_2_npc_vehicle,A white BoxTruck is driving from the opposite direction (far) and switching lane.,0.0,3.185579,5.66,True,npc_vehicle,4.096054717442594
3,3_scenario_0,A pedestrian is crossing the road from left to right.,100000.0,22.103005,1.7600000000000002,False,None,0.0
3,3_scenario_1,A pink SchoolBus is crossing the road (near) and switching lane.,100000.0,8.39673,4.68,False,None,0.0
3,3_scenario_2,A red BoxTruck is driving from the opposite direction (near) and maintaining lane.,1.544982,6.465042,7.5,False,None,0.0
3,3_scenario_3,A pink BoxTruck is crossing the road (near) and switching lane.,100000.0,6.785205,3.54,False,None,0.0
3,3_scenario_4,A red SchoolBus is overtaking (near) the ego vehicle and switching lane.,100000.0,6.30224,2.82,False,None,0.0
3,3_scenario_5,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,100000.0,14.812441,11.88,False,None,0.0
3,3_scenario_6_npc_vehicle,A pedestrian is crossing the road from left to right.,0.0,7.00346,14.92,True,npc_vehicle,10.334239225270723
4,4_scenario_0,A yellow Sedan is driving from the opposite direction (near) and switching lane.,10.339892,20.403756,6.92,False,None,0.0
4,4_scenario_1,A skyblue Hatchback is driving ahead (far) of the ego vehicle and maintaining lane.,6.910005,25.293967,2.7,False,None,0.0
4,4_scenario_2,A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,2.072024,19.333068,7.939999999999999,False,None,0.0
4,4_scenario_3,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,1.628285,19.583316,6.0,False,None,0.0
4,4_scenario_4,A yellow Sedan is overtaking (near) the ego vehicle and switching lane.,2.133177,9.264129,5.279999999999999,False,None,0.0
4,4_scenario_5,A white SUV is driving ahead (far) of the ego vehicle and switching lane.,1.611246,6.449528,11.64,False,None,0.0
4,4_scenario_6,A black Hatchback is overtaking (near) the ego vehicle and switching lane.,1.36961,6.223607,6.92,False,None,0.0
4,4_scenario_7,A white SchoolBus is driving ahead (near) of the ego vehicle and switching lane.,1.701006,9.318257,13.92,False,None,0.0
4,4_scenario_8,A black Sedan is driving ahead (near) of the ego vehicle and maintaining lane.,1.862519,14.126844,6.54,False,None,0.0
4,4_scenario_9,A pink Jeep is driving ahead (far) of the ego vehicle and maintaining lane.,2.605744,51.6997,3.82,False,None,0.0
4,4_scenario_10,A pink Sedan is driving from the opposite direction (near) and maintaining lane.,1.846402,18.491868,8.86,False,None,0.0
4,4_scenario_11,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,1.094579,11.263106,5.94,False,None,0.0
4,4_scenario_12,A pink BoxTruck is driving ahead (near) of the ego vehicle and maintaining lane.,0.92971,19.609133,4.2,False,None,0.0
4,4_scenario_13,A skyblue BoxTruck is driving ahead (near) of the ego vehicle and switching lane.,0.54256,9.3147,6.24,False,None,0.0
4,4_scenario_14,A red BoxTruck is driving ahead (far) of the ego vehicle and maintaining lane.,0.326958,3.588625,4.26,False,None,0.0
4,4_scenario_15,A black SchoolBus is overtaking (near) the ego vehicle and maintaining lane.,0.198085,2.280177,0.66,False,None,0.0
